"","household_id","hhgroup","sample_segment","traveldate_start","traveldate_end","numdayscomplete","hh_is_complete","num_days_complete_weekday","num_complete_mon","num_complete_tue","num_complete_wed","num_complete_thu","num_complete_fri","num_days_complete_weekend","num_complete_sat","num_complete_sun","num_trips","hhsize","num_surveyable","num_participants","numadults","numchildren","numworkers","num_students","vehicle_count","hhincome_detailed","hhincome_followup","hhincome_broad","home_tract20","home_jurisdiction","home_rgcname","home_county","res_type","rent_own","res_months","res_dur","prev_rent_own","prev_res_type","prev_home_rgcname","prev_home_jurisdiction","prev_home_county","prev_home_tract20","prev_home_wa","prev_home_notwa_state","prev_home_notwa_city","prev_home_notwa_zip","prev_home_lng","prev_home_lat","prev_res_factors_housing_cost","prev_res_factors_income_change","prev_res_factors_community_change","prev_res_factors_hh_size","prev_res_factors_more_space","prev_res_factors_less_space","prev_res_factors_employment","prev_res_factors_amenities","prev_res_factors_telework","prev_res_factors_school","prev_res_factors_crime","prev_res_factors_quality","prev_res_factors_forced","prev_res_factors_other","prev_res_factors_no_answer","prev_res_factors_specify","broadband","survey_year","home_lat","home_lng","hh_race_category","hh_weight","hh_weight_2017_2019_combined"
"194",23093441,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-04-26,2023-04-26,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033007001,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.63,-122.359,"White non-Hispanic",28.3167337341237,NA
"195",23093471,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-22,2023-04-28,"6","Yes","4","complete","complete","complete","complete","not complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$200,000-$249,999","Missing: Skip Logic","$200,000 or more",53033010302,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.5603,-122.286,"White non-Hispanic",755.253251091617,NA
"196",23093484,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-04-24,2023-04-24,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","Prefer not to answer","Prefer not to answer","Prefer not to answer",53033008401,"Seattle","Seattle First Hill/Capitol Hill","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6135,-122.321,"Some Other Races non-Hispanic",210.003351853906,NA
"197",23093683,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-05-11,2023-05-11,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033006500,"Seattle","Seattle First Hill/Capitol Hill","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.625,-122.315,"Missing/No response",28.003494037333,NA
"198",23093866,"Signup survey completed via browserMove, Diary completed via browserMove","King Walk/Bike/Transit",2023-04-12,2023-04-12,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033025303,"Renton","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.4883,-122.204,"AANHPI non-Hispanic",96.4867850071369,NA
"199",23093926,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-05-09,2023-05-09,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","2 workers","1 student","0 (no vehicles)","$75,000-$99,999","Missing: Skip Logic","$75,000-$99,999",53033005402,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6545,-122.346,"AANHPI non-Hispanic",25.4879574873356,NA
"200",23094061,"Signup survey completed via browserMove, Diary completed via browserMove","Bellevue Walk/Bike/Transit",2023-04-19,2023-04-19,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","0 students","1 vehicle","Prefer not to answer","Prefer not to answer","Prefer not to answer",53033022805,"Bellevue","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6488,-122.144,"AANHPI non-Hispanic",19.0745894714832,NA
"201",23094145,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-05-02,2023-05-02,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","1 student","0 (no vehicles)","Under $10,000","Missing: Skip Logic","Under $25,000",53033008401,"Seattle","Seattle First Hill/Capitol Hill","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6119,-122.325,"AANHPI non-Hispanic",178.281098560212,NA
"202",23094285,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-18,2023-04-24,"6","Yes","5","complete","complete","complete","complete","complete","1","not complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$150,000-$199,999","Missing: Skip Logic","$100,000-$199,000",53033001900,"Seattle","Seattle Northgate","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.7019,-122.325,"Missing/No response",100.0525949799,NA
"203",23094336,"Signup survey completed via browserMove, Diary completed via browserMove","King Walk/Bike/Transit",2023-05-09,2023-05-09,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033025303,"Renton","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.4855,-122.203,"White non-Hispanic",96.9103878197195,NA
"204",23094672,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-04-18,2023-04-18,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","2 workers","1 student","1 vehicle","$100,000-$149,999","Missing: Skip Logic","$100,000-$199,000",53033010502,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.5595,-122.385,"Some Other Races non-Hispanic",28.2261777284354,NA
"205",23094736,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-05-01,2023-05-01,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","1 student","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033005202,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6581,-122.321,"Black or African American non-Hispanic",626.093737076042,NA
"206",23095054,"Signup survey completed via browserMove, Diary completed via browserMove","Bellevue Walk/Bike/Transit",2023-04-27,2023-04-27,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","0 students","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033023202,"Bellevue","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6238,-122.131,"Hispanic",61.8148952702981,NA
"207",23095078,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-05-04,2023-05-04,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$35,000-$49,999","Missing: Skip Logic","$25,000-$49,999",53033005307,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6643,-122.307,"Some Other Races non-Hispanic",122.952450361169,NA
"208",23095102,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-10,2023-04-16,"4","Yes","4","complete","complete","not complete","complete","complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","2 workers","0 students","0 (no vehicles)","$250,000 or more","Missing: Skip Logic","$200,000 or more",53033008101,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6058,-122.338,"Hispanic",28.0977963493864,NA
"209",23095144,"Signup survey completed via browserMove, Diary completed via browserMove","Bellevue Walk/Bike/Transit",2023-05-08,2023-05-08,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$200,000-$249,999","Missing: Skip Logic","$200,000 or more",53033023807,"Bellevue","Bellevue","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.611,-122.202,"AANHPI non-Hispanic",22.0905187918153,NA
"210",23095193,"Signup survey completed via browserMove, Diary completed via browserMove","King Walk/Bike/Transit",2023-04-25,2023-04-25,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033032330,"Redmond","Redmond Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6731,-122.126,"Hispanic",123.825400443139,NA
"211",23095861,"Signup survey completed via rMove, Diary completed via rMove","King Walk/Bike/Transit",2023-04-07,2023-04-13,"6","Yes","4","complete","complete","complete","not complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","1 student","0 (no vehicles)","$100,000-$149,999","Missing: Skip Logic","$100,000-$199,000",53033024301,"Mercer Island","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.5874,-122.237,"Hispanic",2320.17826439254,NA
"212",23095954,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-10,2023-04-16,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033007002,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6302,-122.356,"Hispanic",293.86795621298,NA
"213",23096002,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-11,2023-04-17,"6","Yes","5","complete","complete","complete","complete","complete","1","complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$50,000-$74,999","Missing: Skip Logic","$50,000-$74,999",53033007102,"Seattle","Seattle Uptown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6228,-122.36,"White non-Hispanic",28.2485735377458,NA
"214",23096113,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-23,2023-04-29,"6","Yes","4","complete","complete","complete","not complete","complete","2","complete","complete",NA,"2 people","1 surveyable person",1,"2 adults","0 children","2 workers","1 student","0 (no vehicles)","$75,000-$99,999","Missing: Skip Logic","$75,000-$99,999",53033007101,"Seattle","Seattle Uptown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6201,-122.358,"Missing/No response",NA,NA
"215",23096187,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-04-20,2023-04-20,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","2 workers","0 students","0 (no vehicles)","$200,000-$249,999","Missing: Skip Logic","$200,000 or more",53033008003,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6157,-122.348,"White non-Hispanic",27.7947009756585,NA
"216",23096208,"Signup survey completed via rMove, Diary completed via rMove","Bellevue Walk/Bike/Transit",2023-05-12,2023-05-18,"6","Yes","5","complete","complete","complete","complete","complete","1","complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","Under $10,000","Missing: Skip Logic","Under $25,000",53033022805,"Bellevue","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6541,-122.145,"White non-Hispanic",39.850438878309,NA
"217",23096230,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-21,2023-04-27,"6","Yes","4","complete","complete","complete","not complete","complete","2","complete","complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","0 students","0 (no vehicles)","$75,000-$99,999","Missing: Skip Logic","$75,000-$99,999",53033008101,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6061,-122.339,"AANHPI non-Hispanic",1581.78201338148,NA
"218",23096322,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Walk/Bike/Transit",2023-05-04,2023-05-04,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","1 student","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033008800,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.603,-122.3,"White non-Hispanic",30.2194220413665,NA
"219",23096463,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-04,2023-04-10,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033007002,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.629,-122.356,"White non-Hispanic",27.8535510276763,NA
"220",23096574,"Signup survey completed via rMove, Diary completed via rMove","Seattle Walk/Bike/Transit",2023-04-12,2023-04-18,"6","Yes","5","complete","complete","complete","complete","complete","1","complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$100,000-$149,999","Missing: Skip Logic","$100,000-$199,000",53033008600,"Seattle","Seattle First Hill/Capitol Hill","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6055,-122.318,"Missing/No response",28.1156369483392,NA
