table,variable,value,label
person,age_detailed,84,84 years old
person,age_detailed,85,85 years old
person,age_detailed,86,86 years old
person,age_detailed,87,87 years old
person,age_detailed,88,88 years old
person,age_detailed,89,89 years old
person,age_detailed,90,90 years old
person,age_detailed,91,91 years old
person,age_detailed,92,92 years old
person,age_detailed,93,93 years old
person,age_detailed,94,94 years old
person,age_detailed,95,95 years old
person,age_detailed,96,96 years old
person,age_detailed,97,97 years old
person,age_detailed,98,98 years old
person,age_detailed,99,99 or older
person,age_detailed,995,Missing response
person,work_mode,79,Drive onto ferry
hh,home_state,53,Washington
hh,home_county,53033,King County
hh,home_county,53035,Kitsap County
hh,home_county,53053,Pierce County
hh,home_county,53061,Snohomish County
trip_unlinked,dest_purpose_cat,995,Missing
