rectype,qno,final,samptyp,lifecyc,hhsize,hhnumwkr,hhnumveh,veh_av,veh_wkr,ldrvnum,hinccat1,hinccat2,hinccat3,hmcnty,hmcity,hmzip,hmtaz,hmtract,region,areacty2,hh_uga,chmarea,chmarea2,chmtenur,chmtype,chmage,chmyear,prevcnty,prevcity,prevzip,prevtaz,phmarea,phmarea2,phmtenur,phmtype,phmage,phmyear,pmove3,hhvtype1,hhvehyr1,hhvtype2,hhvehyr2,hhvtype3,hhvehyr3,hhvtype4,hhvehyr4,hhvtype5,hhvehyr5,hhvtype6,hhvehyr6,hhvtype7,hhvehyr7,hhvtype8,hhvehyr8,hhvtype9,hhvehyr9,hhvtyp10,hhvehy10,diary,gps,tyear,month1,month2,daymo1,daymo2,travdate,expfac2
1,27783,0,1,4,1,1,5,1,4,1,4,4,2,4,LYNNWOOD,98036,588,51500,6,0, ,3,4,1,1,7,6, , , , , , , , , , , ,1,1996,2,1993,4,1976,1,1986,1,1984, , , , , , , , , , ,0, ,2006,5,5,17,18,3,291.56
1,27790,1,1,7,2,1,3,1,4,2,5,5,2,4,SNOHOMISH,98290,632,52401,6,0,1,1,1,1,1,7,5,4,EVERETT,98205,634,3,4,1,1,7,6, ,1,1971,4,1979,1,1993, , , , , , , , , , , , , , ,1,1,2006,5,5,15,16,1,246.91
1,27795,1,1,4,1,0,1,1,3,1,3,3,1,1,SEATTLE,98125,9,600,1,1,1,1,3,1,5,6,3,1,SEATTLE,98104,148,1,2,2,5,7,5, ,1,2005, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,136.23
1,27804,1,1,1,3,1,1,0,4,2,5,5,2,1,SEATTLE,98104,159,9200,1,1,1,1,2,2,5,7,1,2,BAINBRIDGE IS,98110,908,1,2,2,5,7,2, ,2,1990, , , , , , , , , , , , , , , , , , ,1,1,2006,5,5,15,16,1,159.69
1,27824,1,1,7,2,2,2,1,3,2,15,11,4,3,TACOMA,98407,691,60903,5,0,1,1,1,1,1,7,5, , , , ,1,2,2,5,7,2, ,1,2002,1,2005, , , , , , , , , , , , , , , , ,0, ,2006,5,5,25,26,4,363.73
1,27832,1,1,2,3,2,3,1,3,2,6,6,2,3,BONNEY LAKE,98391,753,70308,5,0,1,2,1,1,1,6,3, , , , ,2,2,2,5,6,1, ,1,1987,1,1987,2,2000, , , , , , , , , , , , , , ,1,1,2006,5,5,16,17,2,647.44
1,27840,1,1,1,4,1,1,1,4,1,2,2,1,3,PUYALLUP,98375,856,73108,5,0,1,2,1,1,6,7,4,2,BREMERTON,98312,891,2,1,1,1,7,3, ,1,2000, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,800.19
1,27860,1,1,7,2,1,3,1,4,2,9,9,3,3,TACOMA,98406,684,60500,5,0,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1978,1,1994,1,1997, , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,254.57
1,27866,1,1,1,4,2,2,1,3,2,6,6,2,3,TACOMA,98403,685,60600,5,0,1,1,2,1,1,7,3, , , , ,3,4,1,1,7,5, ,1,2005,3,2005, , , , , , , , , , , , , , , , ,1,1,2006,5,5,15,16,1,392.5
1,27867,1,1,7,2,1,2,1,4,2,9,9,3,3,LAKEWOOD,98499,811,71901,5,0,1,1,1,1,1,6,6, , , , , , , , , , , ,3,2003,4,2005, , , , , , , , , , , , , , , , ,1, ,2006,5,6,31,1,3,221.83
1,27882,1,1,8,2,0,2,1,3,2,4,4,2,3,PUYALLUP,98375,856,73108,5,0,1,2,1,1,1,4,4, , , , ,3,4,1,1,7,6, ,1,2000,1,1986, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,323.56
1,27883,1,1,7,3,3,1,0,2,3,9,9,3,3,TACOMA,98422,674,60102,5,0,1,2,1,1,1,6,5, , , , ,2,2,2,5,98,4, ,1,2006, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,639.17
1,27904,1,1,8,2,1,2,1,4,2,8,8,3,1,BELLEVUE,98006,313,24901,2,2,1,2,1,1,1,7,6, , , , , , , , , , , ,1,2002,3,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,209.54
1,27906,1,1,4,1,0,1,1,3,1,18,7,3,1,BELLEVUE,98007,268,22801,2,2,1,2,2,2,5,98,1, , , , ,1,2,2,1,7,5, ,1,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,192.94
1,27922,1,1,7,4,2,3,0,3,4,10,10,3,4,BOTHELL,98021,603,51918,6,0,1,3,4,1,1,7,6, , , , , , , , , , , ,1,2001,1,1987,1,2006, , , , , , , , , , , , , , ,1,1,2006,5,5,15,16,1,434.46
1,27927,1,1,7,2,2,2,1,3,2,8,8,3,1,REDMOND,98052,518,32324,2,2,1,2,1,1,1,6,2, , , , ,2,1,1,1,7,6, ,3,2002,1,1994, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,298.29
1,27931,1,1,2,5,3,2,0,2,3,8,8,3,1,FEDERAL WAY,98003,431,30403,3,2,1,2,1,1,1,6,3,1,FEDERAL WAY,98003,415,2,1,1,1,7,6, ,3,2005,2,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,482.22
1,27945,1,1,5,1,0,1,1,3,1,2,2,1,4,MOUNTLAKE TERR,98043,584,51100,6,0,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1997, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,188.95
1,27950,1,1,8,2,0,1,0,3,2,8,8,3,3,PUYALLUP,98373,786,71304,5,0,1,2,1,1,1,5,6, , , , , , , , , , , ,2,2005, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,209.45
1,27962,1,1,5,1,0,0,1,1,0,99,11,4,4,EVERETT,98203,548,41400,6,0,1,2,1,1,1,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,430.12
1,27983,1,1,7,3,2,2,0,3,3,10,10,3,4,LYNNWOOD,98037,591,51701,6,0,1,3,4,1,1,7,7, , , , , , , , , , , ,1,2001,2,1987, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,323.58
1,27989,1,1,7,2,0,3,1,3,2,4,4,2,1,SEATTLE,98101,132,8200,1,1,1,1,3,1,5,7,6, , , , , , , , , , , ,1,1989,4,1978,1,1968, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,191.91
1,27997,1,1,1,3,1,1,1,4,1,5,5,2,4,BOTHELL,98021,603,51918,6,0,1,2,1,1,1,7,2,1,KIRKLAND,98034,249,2,2,2,4,6,2, ,1,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,469.24
1,28004,1,1,5,1,0,1,1,3,1,6,6,2,1,BURIEN,98166,362,27800,3,2,1,2,1,1,1,7,7, , , , , , , , , , , ,1,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,127.81
1,28007,1,1,7,2,2,4,1,3,2,13,11,4,4,SNOHOMISH,98296,623,52112,6,0,2,2,1,1,1,2,3,1,RENTON,98059,328,2,1,1,1,7,5, ,3,1997,1,1966,1,1960,1,9999, , , , , , , , , , , , ,1, ,2006,5,5,23,24,2,340.02
1,28013,1,1,2,3,3,3,1,3,3,11,11,4,3,TACOMA,98422,672,60103,5,0,1,2,1,1,1,6,6, , , , , , , , , , , ,1,2000,4,2003,1,2006, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,1193.39
1,28028,1,1,8,3,0,3,1,3,3,99,11,4,1,KENT,98030,404,29601,3,2,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1993,1,1997,1,2005, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,199.7
1,28034,1,1,4,1,1,1,1,4,1,3,3,1,1,SEATTLE,98107,41,3200,1,1,1,1,3,1,1,7,6, , , , , , , , , , , ,1,1988, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,167.72
1,28043,1,1,4,1,0,1,1,3,1,19,11,4,1,SEATTLE,98109,86,6000,1,1,1,1,2,2,5,7,1,1,YARROW POINT,98004,302,2,1,1,1,7,7, ,3,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,79.89
1,28044,1,1,2,5,1,2,1,4,2,6,6,2,1,BELLEVUE,98008,278,23202,2,2,1,2,1,1,1,7,6, , , , , , , , , , , ,2,1999,1,1990, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,307.9
1,28047,1,1,7,2,1,3,1,4,1,4,4,2,3,FIFE,98424,769,70900,5,0,1,2,3,2,5,7,6, , , , , , , , , , , ,1,1989,1,1967,2,1968, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,418.89
1,28049,1,1,8,2,0,2,1,3,2,9,9,3,4,MUKILTEO,98275,546,41301,6,0,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1998,1,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,156.09
1,28050,1,1,8,2,0,1,0,3,2,6,6,2,1,SEATTLE,98101,132,8200,1,1,1,1,2,8,5,7,3, , , , ,2,3,1,1,7,6, ,1,2003, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,98
1,28051,1,1,4,1,0,1,1,3,1,2,2,1,3,TACOMA,98405,704,61400,5,0,1,1,3,2,5,7,1,3,ROY,98580,851,3,4,2,1,7,1, ,2,1993, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,205.59
1,28053,1,1,8,2,0,2,1,3,2,7,7,3,1,ISSAQUAH,98029,493,32212,2,2,1,2,1,1,1,6,6, , , , , , , , , , , ,1,1995,3,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,194.75
1,28063,1,1,8,2,0,2,1,3,2,10,10,3,1,SEATTLE,98112,93,6500,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2002,1,1993, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,93.15
1,28064,1,1,1,4,1,2,1,4,2,9,9,3,1,SEATTLE,98105,54,4100,1,1,1,1,1,1,1,7,4,1,SEATTLE,98103,35,1,1,1,1,7,4, ,1,1979,3,2004, , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,217.68
1,28070,1,1,5,1,0,1,1,3,1,3,3,1,1,SEATTLE,98125,2,200,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,2,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,141.12
1,28072,1,1,8,2,0,2,1,3,2,99,9,3,4,EDMONDS,98026,568,42005,6,0,1,1,1,1,1,6,6, , , , , , , , , , , ,1,1990,2,2000, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,156.09
1,28082,1,1,7,2,2,2,1,3,2,6,6,2,1,ENUMCLAW,98022,456,31302,3,2,1,2,1,1,1,6,4,1,RENTON,98055,336,1,1,1,1,7,4, ,3,2000,1,1997, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,275.86
1,28083,1,1,1,4,1,2,1,4,2,7,7,3,4,EVERETT,98205,633,52503,6,0,1,2,1,1,1,2,3, , , , ,2,1,1,1,7,4, ,3,1999,1,2005, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,465.12
1,28088,1,1,6,2,2,3,1,3,2,5,5,2,3,PUYALLUP,98373,776,71206,5,0,2,2,2,2,2,6,1,3,PUYALLUP,98373,776,2,2,2,2,6,1, ,1,1989,4,1979,4,1991, , , , , , , , , , , , , , ,1,1,2006,5,5,16,17,2,1185.1
1,28090,1,1,7,2,2,1,0,2,2,14,11,4,1,SEATTLE,98112,92,6400,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,3,1997, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,129.55
1,28095,1,1,7,2,2,3,1,3,2,8,8,3,4,SNOHOMISH,98296,620,52107,6,0,2,3,4,1,1,7,5,1,SHORELINE,98155,231,2,1,1,1,7,7, ,1,1998,1,1973,1,1998, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,228.35
1,28098,1,1,6,2,2,2,1,3,2,6,6,2,1,KENT,98031,394,29306,3,2,1,2,1,1,5,4,1,1,SEATTLE,98115,48,1,3,2,5,7,2, ,1,1995,4,2000, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,1160.78
1,28101,1,1,4,1,1,1,1,4,1,5,5,2,1,SEATTLE,98144,168,9400,1,1,1,1,2,2,5,7,7, , , , , , , , , , , ,1,2003, , , , , , , , , , , , , , , , , , ,1, ,2006,6,6,1,2,4,109.09
1,28115,1,1,8,2,1,2,1,4,2,2,2,1,1,SEATTLE,98146,351,26802,1,2,1,2,1,2,1,7,6, , , , , , , , , , , ,1,1988,1,1965, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,459.44
1,28119,1,1,7,2,2,2,1,3,2,5,5,2,3,TACOMA,98405,697,61100,5,0,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1996,1,1979, , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,385.95
1,28123,1,1,7,2,1,2,1,4,2,19,11,4,1,RENTON,98058,471,31908,3,2,1,1,1,1,1,7,6, , , , , , , , , , , ,1,2000,2,2001, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,338.58
1,28130,1,1,2,4,2,3,1,3,3,3,3,1,1,RENTON,98055,329,25701,3,2,1,2,1,1,1,7,6, , , , , , , , , , , ,1,1987,1,2005,2,1993, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,573.68
1,28141,1,1,7,2,2,2,1,3,2,16,11,4,3,UNIVERSITY PLACE,98466,825,72311,5,0,1,2,1,1,1,6,6, , , , , , , , , , , ,1,1998,3,2000, , , , , , , , , , , , , , , , ,1,1,2006,5,5,15,16,1,363.73
1,28150,1,1,8,2,0,2,1,3,2,4,4,2,3,LAKEWOOD,98499,811,71901,5,0,1,1,1,1,1,7,7, , , , , , , , , , , ,2,1991,1,1992, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,323.56
1,28155,1,1,7,2,2,2,1,3,2,18,6,2,3,LAKEWOOD,98498,816,72105,5,0,1,2,1,1,1,6,6, , , , , , , , , , , ,1,2006,1,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,344
1,28163,1,1,7,2,2,1,0,2,2,99,4,2,1,SEATTLE,98126,177,9900,1,1,1,1,3,1,5,3,2, , , , ,1,1,1,1,7,5, ,1,2000, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,205.64
1,28176,1,1,2,4,1,3,1,4,2,8,8,3,3,LAKE TAPPS,98391,749,70307,5,0,2,3,4,1,1,7,3,3,BUCKLEY,98321,757,2,1,1,1,3,4, ,4,2002,2,1992,1,1992, , , , , , , , , , , , , , ,1,1,2006,5,5,17,18,3,358.49
1,28183,1,1,8,2,0,2,1,3,2,16,11,4,4,MONROE,98272,629,52207,6,0,2,3,4,1,1,6,1, , , , ,3,4,1,1,5,5, ,3,1997,1,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,218.03
1,28186,1,1,7,2,2,5,1,3,2,6,6,2,1,SEATTLE,98199,82,5802,1,1,1,1,2,1,5,7,6, , , , , , , , , , , ,1,1966,1,1967,4,1988,1,1992,1,2006, , , , , , , , , , ,1, ,2006,5,5,17,18,3,146.34
1,28195,1,1,5,1,0,0,0,1,1,17,1,1,1,SEATTLE,98109,95,6700,1,1,1,1,2,2,5,6,3, , , , ,1,2,2,5,5,5, , , , , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,478.51
1,28196,1,1,2,3,1,2,1,4,2,5,5,2,3,LAKEWOOD,98498,816,72105,5,0,1,2,1,1,1,7,6, , , , , , , , , , , ,2,1999,1,2004, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,566.35
1,28206,1,1,2,4,1,3,1,4,2,6,6,2,4,MILL CREEK,98012,612,52006,6,0,1,2,1,1,1,6,5,1,KIRKLAND,98034,254,2,1,1,1,7,5, ,1,2006,3,2006,3,1996, , , , , , , , , , , , , , ,1, ,2006,5,5,23,24,2,306.44
1,28209,1,1,7,2,0,2,1,3,2,98,2,1,1,SEATTLE,98146,348,26600,1,2,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1992,3,1987, , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,619.74
1,28210,1,1,1,4,2,2,1,3,2,9,9,3,3,BONNEY LAKE,98391,742,70203,5,0,1,2,1,1,1,6,5, , , , ,2,1,2,1,7,4, ,1,2002,3,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,434.09
1,28213,1,1,2,3,0,2,1,3,1,2,2,1,1,KENT,98032,383,29004,3,2,1,1,3,1,5,6,6, , , , , , , , , , , ,3,1999,1,1996, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,665.7
1,28227,1,1,5,1,0,1,1,3,1,8,8,3,4,LYNNWOOD,98036,591,51701,6,0,1,1,3,1,5,3,4, , , , ,3,4,1,6,7,5, ,2,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,82.78
1,28235,1,1,1,3,1,2,1,4,2,5,5,2,3,LAKEWOOD,98499,810,71901,5,0,1,1,3,1,1,7,4,3,FIFE,98424,769,1,2,2,5,6,2, ,1,2001,2,1988, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,398.24
1,28252,1,1,8,2,0,3,1,3,2,4,4,2,1,ENUMCLAW,98022,530,31502,3,2,2,3,4,1,1,7,7, , , , , , , , , , , ,1,2002,1,1988,1,1984, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,362.84
1,28258,1,1,2,2,0,1,1,3,1,6,6,2,3,TACOMA,98404,719,62300,5,0,1,1,1,1,1,7,5,3,TACOMA,98405,697,1,3,2,1,7,5, ,1,1995, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,553.08
1,28260,1,1,6,2,2,4,1,3,2,7,7,3,3,EATONVILLE,98328,868,73200,5,0,1,1,1,1,1,5,5, , , , ,1,2,2,5,1,2, ,3,1992,4,2000,1,2004,1,1996, , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,1014.57
1,28272,1,1,4,1,1,1,1,4,1,4,4,2,3,UNIVERSITY PLACE,98466,828,72307,5,0,1,2,1,1,1,7,6, , , , , , , , , , , ,2,9998, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,287.52
1,28275,1,1,8,2,0,4,1,3,1,18,6,2,1,SEATTLE,98118,214,11800,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,4,2004,4,1990,1,2002,5,1995, , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,114.9
1,28286,1,1,4,1,1,1,1,4,1,5,5,2,1,BOTHELL,98011,241,21802,2,2,1,2,3,1,1,7,7, , , , , , , , , , , ,1,1996, , , , , , , , , , , , , , , , , , ,1, ,2006,6,6,6,7,2,324.86
1,28287,1,1,1,3,2,2,1,3,2,16,11,4,1,RENTON,98058,472,31909,3,2,1,2,1,1,1,6,5,1,RENTON,98055,329,2,2,2,5,7,3, ,1,2000,1,2005, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,406.29
1,28291,1,1,7,2,2,2,1,3,2,7,7,3,1,FEDERAL WAY,98023,423,30305,3,2,1,1,1,1,1,7,6, , , , , , , , , , , ,4,2003,1,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,25,26,4,295.21
1,28298,1,1,5,1,0,1,1,3,1,4,4,2,4,SNOHOMISH,98296,618,52110,6,0,1,2,1,1,1,7,6, , , , , , , , , , , ,1,1999, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,262.72
1,28308,1,1,4,1,0,2,1,3,1,5,5,2,1,ISSAQUAH,98029,493,32212,2,2,1,2,1,1,1,7,1, , , , ,2,1,1,1,7,7, ,3,1998,1,1990, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,253.03
1,28310,1,1,1,4,2,2,1,3,2,6,6,2,1,SAMMAMISH,98074,490,32209,2,2,1,2,1,1,5,4,5, , , , ,3,4,2,1,7,4, ,1,1993,2,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,301.21
1,28322,1,1,2,5,3,4,1,3,4,5,5,2,1,FEDERAL WAY,98023,428,30311,3,2,1,1,1,1,1,7,6, , , , , , , , , , , ,1,2000,2,1996,1,1994,2,1995, , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,600.13
1,28331,1,1,2,3,1,2,1,4,2,17,2,1,3,TACOMA,98404,737,63300,5,0,1,1,1,1,1,7,6, , , , , , , , , , , ,3,1980,1,1994, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,610.69
1,28333,1,1,8,2,0,2,1,3,2,98,11,4,4,MONROE,98272,625,52203,6,0,1,3,4,1,1,6,6, , , , , , , , , , , ,1,2005,1,1998, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,218.03
1,28340,1,1,7,2,2,1,0,2,2,8,8,3,1,SEATTLE,98125,3,200,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1998, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,102.05
1,28343,1,1,8,2,0,2,1,3,2,6,6,2,1,FEDERAL WAY,98003,432,30404,3,2,1,1,1,1,6,7,1, , , , ,2,1,1,1,3,5, ,9,1996,4,2000, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,181.99
1,28345,1,1,1,3,2,3,1,3,2,14,11,4,4,EVERETT,98208,554,41607,6,0,1,1,1,1,1,7,6, , , , , , , , , , , ,3,2003,3,1997,1,1993, , , , , , , , , , , , , , ,1, ,2006,5,5,23,24,2,622.83
1,28346,1,1,7,2,2,3,1,3,2,19,11,4,1,SEATTLE,98117,45,3400,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,1,1999,3,1999,1,1979, , , , , , , , , , , , , , ,1, ,2006,5,5,23,24,2,151.89
1,28350,1,1,8,2,2,1,0,2,2,18,6,2,1,SEATTLE,98118,198,11000,1,1,1,1,2,1,4,2,2,1,SEATTLE,98118,185,1,1,1,1,7,7, ,1,2000, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,123.12
1,28358,1,1,4,1,1,1,1,4,1,4,4,2,4,EVERETT,98203,539,40900,6,0,1,1,1,2,5,7,2, , , , ,1,1,1,1,6,2, ,1,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,389.12
1,28359,1,1,7,2,2,2,1,3,2,9,9,3,3,CARBONADO,98396,746,70206,5,0,2,3,4,1,1,3,5,3,TACOMA,98443,772,2,1,1,1,7,7, ,4,2004,1,1992, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,247.93
1,28362,1,1,4,1,0,0,1,1,0,4,4,2,3,TACOMA,98402,712,61700,5,0,1,1,2,2,1,7,5,3,TACOMA,98402,711,1,1,2,5,7,6, , , , , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,335.87
1,28363,1,1,7,2,2,3,1,3,2,18,9,3,1,SEATTLE,98116,171,9600,1,1,1,1,1,1,1,7,5,1,SEATTLE,98136,210,1,1,2,1,7,4, ,1,2003,1,1990,2,1997, , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,127.83
1,28368,1,1,2,3,0,1,1,3,1,1,1,1,4,LAKE STEVENS,98258,639,52606,6,0,1,3,4,2,5,5,4, , , , ,1,2,2,5,7,1, ,1,1991, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,1048.42
1,28370,1,1,3,1,1,1,1,4,1,2,2,1,3,TACOMA,98406,687,60700,5,0,1,1,1,2,5,7,5, , , , ,3,4,1,1,7,6, ,1,1994, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,1252.42
1,28371,1,1,7,2,2,2,1,3,2,16,11,4,1,FEDERAL WAY,98023,424,30306,3,2,1,2,1,1,1,6,6, , , , , , , , , , , ,3,2003,3,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,383.18
1,28372,1,1,7,2,2,2,1,3,2,99,5,2,1,KIRKLAND,98034,249,22005,2,2,1,2,1,1,1,7,7, , , , , , , , , , , ,3,2001,1,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,466.78
1,28380,1,1,2,2,1,2,1,4,2,8,8,3,4,MUKILTEO,98275,546,41301,6,0,1,2,3,1,5,6,6, , , , , , , , , , , ,3,1999,4,1992, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,135.91
1,28381,1,1,5,1,0,1,1,3,1,3,3,1,4,SNOHOMISH,98290,635,52502,6,0,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1987, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,205.83
1,28393,1,1,2,5,0,3,1,3,3,16,11,4,1,SEATTLE,98122,115,7800,1,1,1,1,1,1,1,4,1, , , , ,1,1,2,5,7,1, ,1,2001,1,1991,1,2000, , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,136.84
1,28396,1,1,8,2,0,2,1,3,2,18,7,3,3,TACOMA,98403,685,60600,5,0,1,1,1,1,1,7,6, , , , , , , , , , , ,3,2001,1,1996, , , , , , , , , , , , , , , , ,0, ,2006,5,5,17,18,3,170.77
1,28426,1,1,8,2,0,2,1,3,2,7,7,3,1,SEATTLE,98117,20,1500,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1986,1,2005, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,162.06
1,28440,1,1,7,2,2,2,1,3,2,12,11,4,1,RENTON,98058,472,31909,3,2,1,2,1,1,1,7,6, , , , , , , , , , , ,3,2006,4,2006, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,383.18
1,28444,1,1,8,2,0,1,0,3,2,5,5,2,4,MARYSVILLE,98271,647,52804,6,0,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2005, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,248.8
1,28454,1,1,8,2,0,2,1,3,2,5,5,2,1,SEATTLE,98103,25,1900,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2001,4,1999, , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,108.12
1,28455,1,1,3,1,1,2,1,4,1,6,6,2,1,SEATAC,98188,370,28402,3,2,1,2,1,2,2,7,6, , , , , , , , , , , ,1,1970,1,1994, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,284.19
1,28463,1,1,5,1,0,1,1,3,1,6,6,2,4,STANWOOD,98292,659,53301,6,0,1,2,1,2,5,6,5, , , , ,3,4,1,1,7,7, ,1,2003, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,17,18,3,111.83
1,28478,1,1,1,3,1,2,1,4,2,99,11,4,1,SEATTLE,98115,49,3800,1,1,1,1,1,1,1,7,2,1,SEATTLE,98116,174,1,1,1,1,7,5, ,1,2001,1,1991, , , , , , , , , , , , , , , , ,1, ,2006,5,5,18,19,4,137.98
1,28480,1,1,1,3,1,3,1,4,2,5,5,2,3,EATONVILLE,98328,868,73200,5,0,1,2,1,1,1,7,1,3,EATONVILLE,98328,868,3,4,2,1,7,2, ,1,1993,3,1999,1,1978, , , , , , , , , , , , , , ,1, ,2006,5,5,22,23,1,701.31
