variable	value	label	val_order						
origin_jurisdiction		Carnation	1448						
origin_jurisdiction		Clyde Hill	1449						
origin_jurisdiction		Covington	1450						
origin_jurisdiction		Darrington	1451						
origin_jurisdiction		Des Moines	1452						
origin_jurisdiction		DuPont	1453						
origin_jurisdiction		Duvall	1454						
origin_jurisdiction		Eatonville	1455						
origin_jurisdiction		Edgewood	1456						
origin_jurisdiction		Edmonds	1457						
origin_jurisdiction		Enumclaw	1458						
origin_jurisdiction		Everett	1459						
origin_jurisdiction		Federal Way	1460						
origin_jurisdiction		Fife	1461						
origin_jurisdiction		Fircrest	1462						
origin_jurisdiction		Gig Harbor	1463						
origin_jurisdiction		Gold Bar	1464						
origin_jurisdiction		Granite Falls	1465						
origin_jurisdiction		Hunts Point	1466						
origin_jurisdiction		Index	1467						
origin_jurisdiction		Issaquah	1468						
origin_jurisdiction		Kenmore	1469						
origin_jurisdiction		Kent	1470						
origin_jurisdiction		Kirkland	1471						
origin_jurisdiction		Lake Forest Park	1472						
origin_jurisdiction		Lake Stevens	1473						
origin_jurisdiction		Lakewood	1474						
origin_jurisdiction		Lynnwood	1475						
origin_jurisdiction		Maple Valley	1476						
origin_jurisdiction		Marysville	1477						
origin_jurisdiction		Medina	1478						
origin_jurisdiction		Mercer Island	1479						
origin_jurisdiction		Mill Creek	1480						
origin_jurisdiction		Milton	1481						
origin_jurisdiction		Monroe	1482						
origin_jurisdiction		Mountlake Terrace	1483						
origin_jurisdiction		Mukilteo	1484						
origin_jurisdiction		Newcastle	1485						
origin_jurisdiction		Normandy Park	1486						
origin_jurisdiction		North Bend	1487						
origin_jurisdiction		Orting	1488						
origin_jurisdiction		Outside WA	1489						
origin_jurisdiction		Pacific	1490						
origin_jurisdiction		Port Orchard	1491						
origin_jurisdiction		Poulsbo	1492						
origin_jurisdiction		Puyallup	1493						
origin_jurisdiction		Redmond	1494						
origin_jurisdiction		Renton	1495						
origin_jurisdiction		Roy	1496						
origin_jurisdiction		Ruston	1497						
origin_jurisdiction		Sammamish	1498						
origin_jurisdiction		Sea Tac	1499						
origin_jurisdiction		Seattle	1500						
origin_jurisdiction		Shoreline	1501						
origin_jurisdiction		Skykomish	1502						
origin_jurisdiction		Snohomish	1503						
origin_jurisdiction		Snoqualmie	1504						
origin_jurisdiction		South Prairie	1505						
origin_jurisdiction		Stanwood	1506						
origin_jurisdiction		Steilacoom	1507						
origin_jurisdiction		Sultan	1508						
origin_jurisdiction		Sumner	1509						
origin_jurisdiction		Tacoma	1510						
origin_jurisdiction		Tukwila	1511						
origin_jurisdiction		Unincorporated Adams County	1512						
origin_jurisdiction		Unincorporated Asotin County	1513						
origin_jurisdiction		Unincorporated Benton County	1514						
origin_jurisdiction		Unincorporated Chelan County	1515						
origin_jurisdiction		Unincorporated Clallam County	1516						
origin_jurisdiction		Unincorporated Clark County	1517						
origin_jurisdiction		Unincorporated Cowlitz County	1518						
origin_jurisdiction		Unincorporated Douglas County	1519						
origin_jurisdiction		Unincorporated Ferry County	1520						
origin_jurisdiction		Unincorporated Franklin County	1521						
origin_jurisdiction		Unincorporated Grant County	1522						
origin_jurisdiction		Unincorporated Grays Harbor County	1523						
origin_jurisdiction		Unincorporated Island County	1524						
origin_jurisdiction		Unincorporated Jefferson County	1525						
origin_jurisdiction		Unincorporated King County	1526						
origin_jurisdiction		Unincorporated Kitsap County	1527						
origin_jurisdiction		Unincorporated Kittitas County	1528						
origin_jurisdiction		Unincorporated Lewis County	1529						
origin_jurisdiction		Unincorporated Lincoln County	1530						
origin_jurisdiction		Unincorporated Mason County	1531						
origin_jurisdiction		Unincorporated Okanogan County	1532						
origin_jurisdiction		Unincorporated Pacific County	1533						
origin_jurisdiction		Unincorporated Pend Oreille County	1534						
origin_jurisdiction		Unincorporated Pierce County	1535						
origin_jurisdiction		Unincorporated San Juan County	1536						
origin_jurisdiction		Unincorporated Skagit County	1537						
origin_jurisdiction		Unincorporated Skamania County	1538						
origin_jurisdiction		Unincorporated Snohomish County	1539						
origin_jurisdiction		Unincorporated Spokane County	1540						
origin_jurisdiction		Unincorporated Stevens County	1541						
origin_jurisdiction		Unincorporated Thurston County	1542						
origin_jurisdiction		Unincorporated Wahkiakum County	1543						
origin_jurisdiction		Unincorporated Walla Walla County	1544						
origin_jurisdiction		Unincorporated Whatcom County	1545						
origin_jurisdiction		Unincorporated Whitman County	1546						
origin_jurisdiction		Unincorporated Yakima County	1547						
origin_jurisdiction		University Place	1548						
origin_jurisdiction		Unknown	1549						
origin_jurisdiction		Wilkeson	1550						
origin_jurisdiction		Woodinville	1551						
origin_jurisdiction		Woodway	1552						
origin_jurisdiction		Yarrow Point	1553						
origin_jurisdiction			1554						
origin_purpose		Not imputable	1555						
origin_purpose		Went home	1556						
origin_purpose		"Went to school/daycare (e.g., daycare, K-12, college)"	1557						
origin_purpose		"Dropped off/picked up someone (e.g., son at a friend's house, spouse at bus stop)"	1558						
origin_purpose		Went to primary workplace	1559						
origin_purpose		"Went to work-related place (e.g., meeting, second job, delivery)"	1560						
origin_purpose		Volunteering	1561						
origin_purpose		Went to other work-related activity	1562						
origin_purpose		Other purpose	1563						
origin_purpose		Attend K-12 school	1564						
origin_purpose		Attend college/university	1565						
origin_purpose		"Attend other type of class (e.g., cooking class)"	1566						
origin_purpose		"Attend other education-related activity (e.g., field trip)"	1567						
origin_purpose		Attend vocational education class	1568						
origin_purpose		Attend daycare or preschool	1569						
origin_purpose		Went grocery shopping	1570						
origin_purpose		Got gas	1571						
origin_purpose		"Went to other shopping (e.g., mall, pet store)"	1572						
origin_purpose		"Conducted personal business (e.g., bank, post office)"	1573						
origin_purpose		"Went to medical appointment (e.g., doctor, dentist)"	1574						
origin_purpose		"Other activity at workplace only (e.g., attend meeting, pick-up or drop-off item)"	1575						
origin_purpose		Pick someone up	1576						
origin_purpose		Drop someone off	1577						
origin_purpose		"Accompany someone only (e.g., go along for the ride)"	1578						
origin_purpose		BOTH pick up AND drop off	1579						
origin_purpose		Went to restaurant to eat/get take-out	1580						
origin_purpose		"Went to exercise (e.g., gym, walk, jog, bike ride)"	1581						
origin_purpose		"Attended social event (e.g., visit with friends, family, co-workers)"	1582						
origin_purpose		"Attended recreational event (e.g., movies, sporting event)"	1583						
origin_purpose		Went to religious/community/volunteer activity	1584						
origin_purpose		Vacation/Traveling (rMove only)	1585						
origin_purpose		"Went to a family activity (e.g., child's softball game)"	1586						
origin_purpose		"Transferred to another mode of transportation (e.g., change from ferry to bus)"	1587						
origin_purpose		Other appointment/errands	1588						
origin_purpose		Other appointment/errands (rMove only)	1589						
origin_purpose		Other social/leisure	1590						
origin_purpose		Other social/leisure (rMove only)	1591						
origin_purpose		Other reason	1592						
origin_purpose		"Went to another residence (e.g., someone else's home, second home)"	1593						
origin_purpose		"Went to temporary lodging (e.g., hotel, vacation rental)"	1594						
origin_purpose		Missing Response	1595						
origin_purpose_cat		Home	1596						
origin_purpose_cat		Work	1597						
origin_purpose_cat		Work-related	1598						
origin_purpose_cat		School	1599						
origin_purpose_cat		Escort	1600						
origin_purpose_cat		Shopping	1601						
origin_purpose_cat		Meal	1602						
origin_purpose_cat		Social/Recreation	1603						
origin_purpose_cat		Personal Business/Errand/Appointment	1604						
origin_purpose_cat		Change mode	1605						
origin_purpose_cat		Overnight	1606						
origin_purpose_cat		Other	1607						
origin_purpose_cat		School-related	1608						
origin_purpose_cat		Missing: Non-response	1609						
origin_purpose_cat_5		Home	1610						
origin_purpose_cat_5		Work/School	1611						
origin_purpose_cat_5		Errand/Shopping	1612						
origin_purpose_cat_5		Social/Recreation	1613						
origin_purpose_cat_5		Other	1614						
origin_purpose_cat_5		Missing	1615						
origin_rgcname		Auburn	1616						
origin_rgcname		Bellevue	1617						
origin_rgcname		Bothell Canyon Park	1618						
origin_rgcname		Bremerton	1619						
origin_rgcname		Burien	1620						
origin_rgcname		Everett	1621						
origin_rgcname		Federal Way	1622						
origin_rgcname		Greater Downtown Kirkland	1623						
origin_rgcname		Issaquah	1624						
origin_rgcname		Kent	1625						
origin_rgcname		Kirkland Totem Lake	1626						
origin_rgcname		Lakewood	1627						
origin_rgcname		Lynnwood	1628						
origin_rgcname		Not RGC	1629						
origin_rgcname		Puyallup Downtown	1630						
origin_rgcname		Puyallup South Hill	1631						
origin_rgcname		Redmond Downtown	1632						
origin_rgcname		Redmond-Overlake	1633						
origin_rgcname		Renton	1634						
origin_rgcname		SeaTac	1635						
origin_rgcname		Seattle Downtown	1636						
origin_rgcname		Seattle First Hill/Capitol Hill	1637						
origin_rgcname		Seattle Northgate	1638						
origin_rgcname		Seattle South Lake Union	1639						
origin_rgcname		Seattle University Community	1640						
origin_rgcname		Seattle Uptown	1641						
origin_rgcname		Silverdale	1642						
origin_rgcname		Tacoma Downtown	1643						
origin_rgcname		Tacoma Mall	1644						
origin_rgcname		Tukwila	1645						
origin_rgcname		University Place	1646						
origin_rgcname			1647						
participate		Yes	1648						
participate		No	1649						
participate		Missing: Skip Logic	1650						
participate			1651						
prev_home_county		Benton County	1652						
prev_home_county		Chelan County	1653						
prev_home_county		Clallam County	1654						
prev_home_county		Clark County	1655						
prev_home_county		Cowlitz County	1656						
prev_home_county		Franklin County	1657						
prev_home_county		Grant County	1658						
prev_home_county		Grays Harbor County	1659						
prev_home_county		Island County	1660						
prev_home_county		Jefferson County	1661						
prev_home_county		King County	1662						
prev_home_county		Kitsap County	1663						
prev_home_county		Kittitas County	1664						
prev_home_county		Mason County	1665						
prev_home_county		Okanogan County	1666						
prev_home_county		Pierce County	1667						
prev_home_county		San Juan County	1668						
prev_home_county		Skagit County	1669						
prev_home_county		Snohomish County	1670						
prev_home_county		Spokane County	1671						
prev_home_county		Thurston County	1672						
prev_home_county		Walla Walla County	1673						
prev_home_county		Whatcom County	1674						
prev_home_county		Whitman County	1675						
prev_home_county		Yakima County	1676						
prev_home_county			1677						
prev_home_jurisdiction		Algona	1678						
prev_home_jurisdiction		Arlington	1679						
prev_home_jurisdiction		Auburn	1680						
prev_home_jurisdiction		Bainbridge Island	1681						
prev_home_jurisdiction		Bellevue	1682						
prev_home_jurisdiction		Black Diamond	1683						
prev_home_jurisdiction		Bonney Lake	1684						
prev_home_jurisdiction		Bothell	1685						
prev_home_jurisdiction		Bremerton	1686						
prev_home_jurisdiction		Brier	1687						
prev_home_jurisdiction		Burien	1688						
prev_home_jurisdiction		Carnation	1689						
prev_home_jurisdiction		Clyde Hill	1690						
prev_home_jurisdiction		Covington	1691						
prev_home_jurisdiction		Des Moines	1692						
prev_home_jurisdiction		Duvall	1693						
prev_home_jurisdiction		Edgewood	1694						
prev_home_jurisdiction		Edmonds	1695						
prev_home_jurisdiction		Everett	1696						
prev_home_jurisdiction		Federal Way	1697						
prev_home_jurisdiction		Fife	1698						
prev_home_jurisdiction		Fircrest	1699						
prev_home_jurisdiction		Gig Harbor	1700						
prev_home_jurisdiction		Gold Bar	1701						
prev_home_jurisdiction		Issaquah	1702						
prev_home_jurisdiction		Kenmore	1703						
prev_home_jurisdiction		Kent	1704						
prev_home_jurisdiction		Kirkland	1705						
prev_home_jurisdiction		Lake Forest Park	1706						
prev_home_jurisdiction		Lake Stevens	1707						
prev_home_jurisdiction		Lakewood	1708						
prev_home_jurisdiction		Lynnwood	1709						
prev_home_jurisdiction		Maple Valley	1710						
prev_home_jurisdiction		Marysville	1711						
prev_home_jurisdiction		Mercer Island	1712						
prev_home_jurisdiction		Mill Creek	1713						
prev_home_jurisdiction		Milton	1714						
prev_home_jurisdiction		Monroe	1715						
prev_home_jurisdiction		Mountlake Terrace	1716						
prev_home_jurisdiction		Mukilteo	1717						
prev_home_jurisdiction		Newcastle	1718						
prev_home_jurisdiction		Normandy Park	1719						
prev_home_jurisdiction		Orting	1720						
prev_home_jurisdiction		Pacific	1721						
prev_home_jurisdiction		Port Orchard	1722						
prev_home_jurisdiction		Poulsbo	1723						
prev_home_jurisdiction		Puyallup	1724						
prev_home_jurisdiction		Redmond	1725						
prev_home_jurisdiction		Renton	1726						
prev_home_jurisdiction		Ruston	1727						
prev_home_jurisdiction		Sammamish	1728						
prev_home_jurisdiction		Sea Tac	1729						
prev_home_jurisdiction		Seattle	1730						
prev_home_jurisdiction		Shoreline	1731						
prev_home_jurisdiction		Snohomish	1732						
prev_home_jurisdiction		Snoqualmie	1733						
prev_home_jurisdiction		Stanwood	1734						
prev_home_jurisdiction		Steilacoom	1735						
prev_home_jurisdiction		Sumner	1736						
prev_home_jurisdiction		Tacoma	1737						
prev_home_jurisdiction		Tukwila	1738						
prev_home_jurisdiction		Unincorporated Benton County	1739						
prev_home_jurisdiction		Unincorporated Chelan County	1740						
prev_home_jurisdiction		Unincorporated Clallam County	1741						
prev_home_jurisdiction		Unincorporated Clark County	1742						
prev_home_jurisdiction		Unincorporated Cowlitz County	1743						
prev_home_jurisdiction		Unincorporated Franklin County	1744						
prev_home_jurisdiction		Unincorporated Grant County	1745						
prev_home_jurisdiction		Unincorporated Grays Harbor County	1746						
prev_home_jurisdiction		Unincorporated Island County	1747						
prev_home_jurisdiction		Unincorporated Jefferson County	1748						
prev_home_jurisdiction		Unincorporated King County	1749						
prev_home_jurisdiction		Unincorporated Kitsap County	1750						
prev_home_jurisdiction		Unincorporated Kittitas County	1751						
prev_home_jurisdiction		Unincorporated Mason County	1752						
prev_home_jurisdiction		Unincorporated Okanogan County	1753						
prev_home_jurisdiction		Unincorporated Pierce County	1754						
prev_home_jurisdiction		Unincorporated San Juan County	1755						
prev_home_jurisdiction		Unincorporated Skagit County	1756						
prev_home_jurisdiction		Unincorporated Snohomish County	1757						
prev_home_jurisdiction		Unincorporated Spokane County	1758						
prev_home_jurisdiction		Unincorporated Thurston County	1759						
prev_home_jurisdiction		Unincorporated Walla Walla County	1760						
prev_home_jurisdiction		Unincorporated Whatcom County	1761						
prev_home_jurisdiction		Unincorporated Whitman County	1762						
prev_home_jurisdiction		Unincorporated Yakima County	1763						
prev_home_jurisdiction		University Place	1764						
prev_home_jurisdiction		Unknown	1765						
prev_home_jurisdiction		Woodinville	1766						
prev_home_jurisdiction		Yarrow Point	1767						
prev_home_jurisdiction			1768						
prev_home_notwa_state		Alabama (AL)	1769						
prev_home_notwa_state		Alaska (AK)	1770						
prev_home_notwa_state		Arizona (AZ)	1771						
prev_home_notwa_state		Arkansas (AR)	1772						
prev_home_notwa_state		California (CA)	1773						
prev_home_notwa_state		Colorado (CO)	1774						
prev_home_notwa_state		Connecticut (CT)	1775						
prev_home_notwa_state		Delaware (DE)	1776						
prev_home_notwa_state		Florida (FL)	1777						
prev_home_notwa_state		Georgia (GA)	1778						
prev_home_notwa_state		Hawaii (HI)	1779						
prev_home_notwa_state		Idaho (ID)	1780						
prev_home_notwa_state		Illinois (IL)	1781						
prev_home_notwa_state		Indiana (IN)	1782						
prev_home_notwa_state		Iowa (IA)	1783						
prev_home_notwa_state		Kansas (KS)	1784						
prev_home_notwa_state		Kentucky (KY)	1785						
prev_home_notwa_state		Louisiana (LA)	1786						
prev_home_notwa_state		Maine (ME)	1787						
prev_home_notwa_state		Maryland (MD)	1788						
prev_home_notwa_state		Massachusetts (MA)	1789						
prev_home_notwa_state		Michigan (MI)	1790						
prev_home_notwa_state		Minnesota (MN)	1791						
prev_home_notwa_state		Missing Response	1792						
prev_home_notwa_state		Missing: Skip Logic	1793						
prev_home_notwa_state		Mississippi (MS)	1794						
prev_home_notwa_state		Missouri (MO)	1795						
prev_home_notwa_state		Montana (MT)	1796						
prev_home_notwa_state		Nebraska (NE)	1797						
prev_home_notwa_state		Nevada (NV)	1798						
prev_home_notwa_state		New Hampshire (NH)	1799						
prev_home_notwa_state		New Jersey (NJ)	1800						
prev_home_notwa_state		New Mexico (NM)	1801						
prev_home_notwa_state		New York (NY)	1802						
prev_home_notwa_state		North Carolina (NC)	1803						
prev_home_notwa_state		North Dakota (ND)	1804						
prev_home_notwa_state		Ohio (OH)	1805						
prev_home_notwa_state		Oklahoma (OK)	1806						
prev_home_notwa_state		Oregon (OR)	1807						
prev_home_notwa_state		Pennsylvania (PA)	1808						
prev_home_notwa_state		Puerto Rico (PR)	1809						
prev_home_notwa_state		Rhode Island (RI)	1810						
prev_home_notwa_state		South Carolina (SC)	1811						
prev_home_notwa_state		Tennessee (TN)	1812						
prev_home_notwa_state		Texas (TX)	1813						
prev_home_notwa_state		Utah (UT)	1814						
prev_home_notwa_state		Vermont (VT)	1815						
prev_home_notwa_state		Virginia (VA)	1816						
prev_home_notwa_state		Washington (WA)	1817						
prev_home_notwa_state		Washington D.C. / District of Columbia (DC)	1818						
prev_home_notwa_state		West Virginia (WV)	1819						
prev_home_notwa_state		Wisconsin (WI)	1820						
prev_home_notwa_state		Wyoming (WY)	1821						
prev_home_notwa_state			1822						
prev_home_rgcname		Auburn	1823						
prev_home_rgcname		Bellevue	1824						
prev_home_rgcname		Bremerton	1825						
prev_home_rgcname		Burien	1826						
prev_home_rgcname		Everett	1827						
prev_home_rgcname		Federal Way	1828						
prev_home_rgcname		Greater Downtown Kirkland	1829						
prev_home_rgcname		Kent	1830						
prev_home_rgcname		Kirkland Totem Lake	1831						
prev_home_rgcname		Lakewood	1832						
prev_home_rgcname		Lynnwood	1833						
prev_home_rgcname		Not RGC	1834						
prev_home_rgcname		Puyallup Downtown	1835						
prev_home_rgcname		Redmond Downtown	1836						
prev_home_rgcname		Redmond-Overlake	1837						
prev_home_rgcname		Renton	1838						
prev_home_rgcname		SeaTac	1839						
prev_home_rgcname		Seattle Downtown	1840						
prev_home_rgcname		Seattle First Hill/Capitol Hill	1841						
prev_home_rgcname		Seattle Northgate	1842						
prev_home_rgcname		Seattle South Lake Union	1843						
prev_home_rgcname		Seattle University Community	1844						
prev_home_rgcname		Seattle Uptown	1845						
prev_home_rgcname		Silverdale	1846						
prev_home_rgcname		Tacoma Downtown	1847						
prev_home_rgcname		Tacoma Mall	1848						
prev_home_rgcname		University Place	1849						
prev_home_rgcname			1850						
prev_home_wa		"Yes, previous home was in Washington"	1851						
prev_home_wa		"No, previous home was in another state or country"	1852						
prev_home_wa		"No, previous home was in another state"	1853						
prev_home_wa		"No, previous home was in another country"	1854						
prev_home_wa		Missing: Skip Logic	1855						
prev_rent_own		Owned/paid mortgage	1856						
prev_rent_own		Rent	1857						
prev_rent_own		Provided by job or military	1858						
prev_rent_own		Other	1859						
prev_rent_own		Prefer not to answer	1860						
prev_rent_own		"Provided by family, relative, or friend without payment or rent"	1861						
prev_rent_own		Missing: Skip Logic	1862						
prev_res_factors_amenities		Not selected	1863						
prev_res_factors_amenities		Selected	1864						
prev_res_factors_amenities		Missing Response	1865						
prev_res_factors_community_change		Not Selected	1866						
prev_res_factors_community_change		Selected	1867						
prev_res_factors_community_change		Missing: Skip Logic	1868						
prev_res_factors_crime		Not Selected	1869						
prev_res_factors_crime		Selected	1870						
prev_res_factors_crime		Missing: Skip Logic	1871						
prev_res_factors_employment		Not Selected	1872						
prev_res_factors_employment		Selected	1873						
prev_res_factors_employment		Missing: Skip Logic	1874						
prev_res_factors_forced		Not Selected	1875						
prev_res_factors_forced		Selected	1876						
prev_res_factors_forced		Missing: Skip Logic	1877						
prev_res_factors_hh_size		Not Selected	1878						
prev_res_factors_hh_size		Selected	1879						
prev_res_factors_hh_size		Missing: Skip Logic	1880						
prev_res_factors_housing_cost		Not Selected	1881						
prev_res_factors_housing_cost		Selected	1882						
prev_res_factors_housing_cost		Missing: Skip Logic	1883						
prev_res_factors_income_change		Not Selected	1884						
prev_res_factors_income_change		Selected	1885						
prev_res_factors_income_change		Missing: Skip Logic	1886						
prev_res_factors_less_space		Not Selected	1887						
prev_res_factors_less_space		Selected	1888						
prev_res_factors_less_space		Missing: Skip Logic	1889						
prev_res_factors_more_space		Not Selected	1890						
prev_res_factors_more_space		Selected	1891						
prev_res_factors_more_space		Missing: Skip Logic	1892						
prev_res_factors_no_answer		Not Selected	1893						
prev_res_factors_no_answer		Selected	1894						
prev_res_factors_no_answer		Missing: Skip Logic	1895						
prev_res_factors_other		Not Selected	1896						
prev_res_factors_other		Selected	1897						
prev_res_factors_other		Missing: Skip Logic	1898						
prev_res_factors_quality		Not Selected	1899						
prev_res_factors_quality		Selected	1900						
prev_res_factors_quality		Missing: Skip Logic	1901						
prev_res_factors_school		Not Selected	1902						
prev_res_factors_school		Selected	1903						
prev_res_factors_school		Missing: Skip Logic	1904						
prev_res_factors_telework		Not selected	1905						
prev_res_factors_telework		Selected	1906						
prev_res_factors_telework		Missing Response	1907						
prev_res_type		Single-family house (detached house)	1908						
prev_res_type		Townhouse (attached house)	1909						
prev_res_type		Building with 3 or fewer apartments/condos	1910						
prev_res_type		Building with 4 or more apartments/condos	1911						
prev_res_type		Mobile home/trailer	1912						
prev_res_type		Dorm or institutional housing	1913						
prev_res_type		"Other (including boat, RV, van, etc.)"	1914						
prev_res_type		Missing: Skip Logic	1915						
proxy_parent		Yes	1916						
proxy_parent		No	1917						
proxy_parent			1918						
race_afam		Not Selected	1919						
race_afam		Selected	1920						
race_afam		Missing: Skip Logic	1921						
race_aiak		Not Selected	1922						
race_aiak		Selected	1923						
race_aiak		Missing: Skip Logic	1924						
race_asian		Not Selected	1925						
race_asian		Selected	1926						
race_asian		Missing: Skip Logic	1927						
race_hapi		Not Selected	1928						
race_hapi		Selected	1929						
race_hapi		Missing: Skip Logic	1930						
race_hisp		Not Selected	1931						
race_hisp		Selected	1932						
race_hisp		Missing: Skip Logic	1933						
race_hisp		Missing Response	1934						
race_noanswer		Not Selected	1935						
race_noanswer		Selected	1936						
race_noanswer		Missing: Skip Logic	1937						
race_other		Not Selected	1938						
race_other		Selected	1939						
race_other		Missing: Skip Logic	1940						
race_white		Not Selected	1941						
race_white		Selected	1942						
race_white		Missing: Skip Logic	1943						
race_category		AANHPI non-Hispanic	1944						
race_category		Black or African American non-Hispanic	1945						
race_category		Child	1946						
race_category		Hispanic	1947						
race_category		Missing/No response	1948						
race_category		Some Other Race non-Hispanic	1949						
race_category		Two or More Races non-Hispanic	1950						
race_category		White non-Hispanic	1951						
relationship		Self	1952						
relationship		Spouse or partner	1953						
relationship		Son or daughter (or child in-law)	1954						
relationship		Father or mother (or parent in-law)	1955						
relationship		Brother or sister (or sibling in-law)	1956						
relationship		Other relative	1957						
relationship		"Nonrelative (friend, roommate, household help)"	1958						
relationship		Roommate/Friend	1959						
relationship		Household help	1960						
relationship		Other	1961						
remote_class_freq		6-7 days a week	1962						
remote_class_freq		5 days a week	1963						
remote_class_freq		4 days a week	1964						
remote_class_freq		3 days a week	1965						
remote_class_freq		2 days a week	1966						
remote_class_freq		1 day a week	1967						
remote_class_freq		1-3 days a month	1968						
remote_class_freq		Less than monthly	1969						
remote_class_freq		Missing Response	1970						
remote_class_freq		Never	1971						
rent_own		Own/paying mortgage	1972						
rent_own		Rent	1973						
rent_own		Provided by job or military	1974						
rent_own		Other	1975						
rent_own		Prefer not to answer	1976						
rent_own		"Provided by family, relative, or friend without payment or rent"	1977						
rent_own		Missing Response	1978						
res_dur		Less than a year	1979						
res_dur		Between 1 and 2 years	1980						
res_dur		Between 2 and 3 years	1981						
res_dur		Between 3 and 5 years	1982						
res_dur		Between 5 and 10 years	1983						
res_dur		Between 10 and 20 years	1984						
res_dur		More than 20 years	1985						
res_dur		Missing Response	1986						
res_months		12 months	1987						
res_months		9-11 months of the year	1988						
res_months		6-8 months of the year	1989						
res_months		3-5 months of the year	1990						
res_months		Fewer than 3 months of the year	1991						
res_months		Missing Response	1992						
res_type		Single-family house (detached house)	1993						
res_type		Townhouse (attached house)	1994						
res_type		Building with 3 or fewer apartments/condos	1995						
res_type		Building with 4 or more apartments/condos	1996						
res_type		Mobile home/trailer	1997						
res_type		Dorm or institutional housing	1998						
res_type		"Other (including boat, RV, van, etc.)"	1999						
res_type		Missing Response	2000						
res_type			2001						
sample_segment		Bellevue General	2002						
sample_segment		Bellevue Hard-to-Survey	2003						
sample_segment		Bellevue Walk/Bike/Transit	2004						
sample_segment		King - Over - High	2005						
sample_segment		King - Over - Low	2006						
sample_segment		King - Over - Med	2007						
sample_segment		King - Reg - High	2008						
sample_segment		King - Reg - Low	2009						
sample_segment		King - Reg - Med	2010						
sample_segment		King General	2011						
sample_segment		King Hard-to-Survey	2012						
sample_segment		King High LowInc	2013						
sample_segment		King High POC	2014						
sample_segment		King Low POC	2015						
sample_segment		King Med POC	2016						
sample_segment		King Rural	2017						
sample_segment		King V.High POC	2018						
sample_segment		King Walk/Bike/Transit	2019						
sample_segment		Kitsap - Over - Low	2020						
sample_segment		Kitsap - Over - Med	2021						
sample_segment		Kitsap - Reg - High	2022						
sample_segment		Kitsap - Reg - Low	2023						
sample_segment		Kitsap - Reg - Med	2024						
sample_segment		Kitsap General	2025						
sample_segment		Kitsap Hard-to-Survey	2026						
sample_segment		Kitsap High LowInc	2027						
sample_segment		Kitsap High POC	2028						
sample_segment		Kitsap Low POC	2029						
sample_segment		Kitsap Med POC	2030						
sample_segment		Kitsap Rural	2031						
sample_segment		Kitsap Walk/Bike/Transit	2032						
sample_segment		PSRC - Oversample-High	2033						
sample_segment		PSRC - Oversample-Low	2034						
sample_segment		PSRC - Oversample-Medium	2035						
sample_segment		PSRC - Regular-High	2036						
sample_segment		PSRC - Regular-Low	2037						
sample_segment		PSRC - Regular-Medium	2038						
sample_segment		Pierce - Over - Low	2039						
sample_segment		Pierce - Over - Med	2040						
sample_segment		Pierce - Reg - High	2041						
sample_segment		Pierce - Reg - Low	2042						
sample_segment		Pierce - Reg - Med	2043						
sample_segment		Pierce General	2044						
sample_segment		Pierce Hard-to-Survey	2045						
sample_segment		Pierce High LowInc	2046						
sample_segment		Pierce High POC	2047						
sample_segment		Pierce Low POC	2048						
sample_segment		Pierce Med POC	2049						
sample_segment		Pierce Rural	2050						
sample_segment		Pierce V.High POC	2051						
sample_segment		Pierce Walk/Bike/Transit	2052						
sample_segment		Redmond - Downtown-High	2053						
sample_segment		Redmond - Downtown-Medium	2054						
sample_segment		Redmond - Oversample-High	2055						
sample_segment		Redmond - Oversample-Low	2056						
sample_segment		Redmond - Oversample-Medium	2057						
sample_segment		Redmond - Regular-High	2058						
sample_segment		Redmond - Regular-Medium	2059						
sample_segment		Seattle General	2060						
sample_segment		Seattle Hard-to-Survey	2061						
sample_segment		Seattle Walk/Bike/Transit	2062						
sample_segment		Snohomish - Over - Low	2063						
sample_segment		Snohomish - Over - Med	2064						
sample_segment		Snohomish - Reg - High	2065						
sample_segment		Snohomish - Reg - Low	2066						
sample_segment		Snohomish - Reg - Med	2067						
sample_segment		Snohomish General	2068						
sample_segment		Snohomish Hard-to-Survey	2069						
sample_segment		Snohomish High LowInc	2070						
sample_segment		Snohomish High POC	2071						
sample_segment		Snohomish Low POC	2072						
sample_segment		Snohomish Med POC	2073						
sample_segment		Snohomish Rural	2074						
sample_segment		Snohomish V.High POC	2075						
sample_segment		Snohomish Walk/Bike/Transit	2076						
sample_segment		UV 10%	2077						
sample_segment		UV 100%	2078						
sample_segment		UV 15%	2079						
sample_segment		UV 20%	2080						
sample_segment		UV 25%	2081						
sample_segment		UV 30%	2082						
sample_segment		UV 35%	2083						
sample_segment		UV 50%	2084						
sample_segment		UV 60%	2085						
sample_segment		UV 75%	2086						
sample_segment		UV 90%	2087						
school_freq		6–7 days per week	2088						
school_freq		5 days per week	2089						
school_freq		4 days per week	2090						
school_freq		3 days per week	2091						
school_freq		2 days per week	2092						
school_freq		1 day per week	2093						
school_freq		Less than 1 day per week	2094						
school_freq		"Never, only take online classes"	2095						
school_freq		Missing Response	2096						
school_freq		Never	2097						
school_in_region		Yes	2098						
school_in_region		No	2099						
school_in_region		Missing Response	2100						
school_county		Ada County	2101						
school_county		Butler County	2102						
school_county		Davidson County	2103						
